PollutantReleaseAndTransferReportID,CountryCode,CountryName,ReportingYear,CoordinateSystemCode,CoordinateSystemName,CdrReleased,Published
2304,ES,Spain,2009,EPSG:4326,WGS 84,20190327161613,20190430010100
2305,ES,Spain,2008,EPSG:4326,WGS 84,20190327161517,20190430010100
2306,ES,Spain,2011,EPSG:4326,WGS 84,20190327190816,20190430010100
2307,ES,Spain,2013,EPSG:4326,WGS 84,20190327191233,20190430010100
2308,ES,Spain,2014,EPSG:4326,WGS 84,20190328125229,20190430010100
2309,ES,Spain,2015,EPSG:4326,WGS 84,20190328150055,20190430010100
2327,ES,Spain,2016,EPSG:4326,WGS 84,20190328150247,20190430010100
2330,ES,Spain,2017,EPSG:4326,WGS 84,20190328172531,20190430010100
2277,SE,Sweden,2015,EPSG:4326,WGS 84,20190319145139,20190430010100
2278,SE,Sweden,2017,EPSG:4326,WGS 84,20190319193537,20190430010100
2279,SE,Sweden,2016,EPSG:4326,WGS 84,20190319152113,20190430010100
2261,SE,Sweden,2007,EPSG:4326,WGS 84,20190319124404,20190430010100
2275,SE,Sweden,2014,EPSG:4326,WGS 84,20190319132250,20190430010100
231,SE,Sweden,2004,EPSG:4326,WGS 84,20110201000000,20110502120000
232,SE,Sweden,2001,EPSG:4326,WGS 84,20110201000000,20110502120000
1908,SE,Sweden,2013,EPSG:4326,WGS 84,20180628185356,20180807010100
1809,SE,Sweden,2010,EPSG:4326,WGS 84,20180326110141,20180807010100
1810,SE,Sweden,2009,EPSG:4326,WGS 84,20180326105912,20180807010100
1812,SE,Sweden,2012,EPSG:4326,WGS 84,20180326103105,20180807010100
1814,SE,Sweden,2011,EPSG:4326,WGS 84,20180326110259,20180807010100
1805,SE,Sweden,2008,EPSG:4326,WGS 84,20180326105740,20180807010100
1627,CH,Switzerland,2015,EPSG:4326,WGS 84,20180319161903,20180426150000
1367,CH,Switzerland,2014,EPSG:4326,WGS 84,20170519143754,20171213010100
2252,CH,Switzerland,2008,EPSG:4326,WGS 84,20190325153237,20190430010100
2258,CH,Switzerland,2017,EPSG:4326,WGS 84,20190325153207,20190430010100
2259,CH,Switzerland,2016,EPSG:4326,WGS 84,20190325153315,20190430010100
2260,CH,Switzerland,2011,EPSG:4326,WGS 84,20190325153258,20190430010100
1158,CH,Switzerland,2007,EPSG:4326,WGS 84,20170327142111,20160530010100
1160,CH,Switzerland,2009,EPSG:4326,WGS 84,20170327141936,20160530010100
1161,CH,Switzerland,2010,EPSG:4326,WGS 84,20170327141405,20160530010100
1163,CH,Switzerland,2013,EPSG:4326,WGS 84,20170327141151,20160530010100
1166,CH,Switzerland,2012,EPSG:4326,WGS 84,20170327141307,20160530010100
1199,UK,United Kingdom,2009,EPSG:4326,WGS 84,20170330144650,20160530010100
912,UK,United Kingdom,2011,EPSG:4326,WGS 84,20150625125202,20160202000000
814,UK,United Kingdom,2012,EPSG:4326,WGS 84,20150407130601,20100101010100
706,UK,United Kingdom,2008,EPSG:4326,WGS 84,20140514150736,20140526010100
233,UK,United Kingdom,2004,EPSG:4326,WGS 84,20110201000000,20110502120000
487,UK,United Kingdom,2007,EPSG:4326,WGS 84,20121005154000,20121109010100
41,UK,United Kingdom,2001,EPSG:4326,WGS 84,20050221000000,20050331000000
1951,UK,United Kingdom,2015,EPSG:4326,WGS 84,20170915090656,20180807010100
1230,UK,United Kingdom,2013,EPSG:4326,WGS 84,20170330131456,20160530010100
1231,UK,United Kingdom,2010,EPSG:4326,WGS 84,20170330142659,20160530010100
1866,UK,United Kingdom,2014,EPSG:4326,WGS 84,20180329153032,20180807010100
2321,UK,United Kingdom,2017,EPSG:4326,WGS 84,20190329144554,20190430010100
2322,UK,United Kingdom,2016,EPSG:4326,WGS 84,20190329152658,20190430010100
